zipcode,RegionType,StateName,City,Metro,CountyName,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Male.1,Bachelor's degree > 25,Public transportation
70451,Zip,LA,Tickfaw,Hammond,Tangipahoa Parish,121652.25,-666666666,-666666666,-666666666,,
70452,Zip,LA,Pearl River,New Orleans-Metairie,Saint Tammany Parish,188221.9167,26679,41,40.1,0.137958442,0.001090513
70453,Zip,LA,Pine Grove,Baton Rouge,Saint Helena Parish,124464.25,61355,40.3,38.2,0.058380414,0
70454,Zip,LA,Ponchatoula,Hammond,Tangipahoa Parish,176026.25,28778,34.6,34.8,0.17841333,0
70455,Zip,LA,Robert,Hammond,Tangipahoa Parish,163339,33223,49.5,35.4,0.068571429,0
70456,Zip,LA,Roseland,Hammond,Tangipahoa Parish,98251.54545,21806,39.6,35.2,0.092614302,0
70458,Zip,LA,Slidell,New Orleans-Metairie,Saint Tammany Parish,170163.75,31270,38.1,42.6,0.171065642,0.001556513
70460,Zip,LA,Slidell,New Orleans-Metairie,Saint Tammany Parish,143227.6667,21755,35.5,38.2,0.120060992,0.00453468
70461,Zip,LA,Slidell,New Orleans-Metairie,Saint Tammany Parish,205512.4167,32675,38.9,40.4,0.198473699,0
70462,Zip,LA,Killian,Baton Rouge,Livingston Parish,209249.0833,29948,47.5,45.8,0.105972516,0.005437469
70464,Zip,LA,Abita Springs,New Orleans-Metairie,Saint Tammany Parish,144283.5,15909,38.4,19.9,0.108958838,0
70466,Zip,LA,Tickfaw,Hammond,Tangipahoa Parish,140293.6667,22679,33,36.8,0.147588894,0.012067039
70471,Zip,LA,Mandeville,New Orleans-Metairie,Saint Tammany Parish,291880,48279,40,43.5,0.327341197,0.002229654
70501,Zip,LA,Lafayette,Lafayette,Lafayette Parish,87108.33333,17729,32.5,37.1,0.101151114,0.034715148
70503,Zip,LA,Lafayette,Lafayette,Lafayette Parish,213107.5833,40106,35.1,35.7,0.328713942,0.004916866
70506,Zip,LA,Lafayette,Lafayette,Lafayette Parish,157624.9167,26993,31.5,33.8,0.241001451,0.006946582
70507,Zip,LA,Lafayette,Lafayette,Lafayette Parish,160790.25,25408,30.9,36.4,0.180223285,0.003648258
70508,Zip,LA,Lafayette,Lafayette,Lafayette Parish,231119.5,44324,37.6,36.9,0.314329846,0.000968007
70510,Zip,LA,Abbeville,Lafayette,Vermilion Parish,140134.5,23493,35.2,37.8,0.10456527,0.000289045
70512,Zip,LA,Arnaudville,Opelousas,Saint Landry Parish,96497.41667,23695,35,37.4,0.090537979,0
70514,Zip,LA,Baldwin,Morgan City,Saint Mary Parish,97780.16667,25521,39.5,41.8,0.073671498,0
70515,Zip,LA,Basile,,Evangeline Parish,40363.83333,17043,34,34.2,0.071398572,0
70516,Zip,LA,Branch,Lafayette,Acadia Parish,55887.75,36548,46.5,25.4,0.203488372,0
70517,Zip,LA,Breaux Bridge,Lafayette,Saint Martin Parish,123105.5833,23353,35.1,37.7,0.109470269,0.005211953
70518,Zip,LA,Broussard,Lafayette,Lafayette Parish,206058.1667,35592,37.8,39,0.208266237,0.00312593
70520,Zip,LA,Carencro,Lafayette,Lafayette Parish,151698.0833,25474,32.2,36,0.151552989,0.000752122
70525,Zip,LA,Church Point,Lafayette,Acadia Parish,93999.16667,23384,33.4,42,0.080259849,0
70526,Zip,LA,Crowley,Lafayette,Acadia Parish,46988.41667,20402,36.7,38.1,0.107453684,0.001604879
70528,Zip,LA,Delcambre,Lafayette,Vermilion Parish,76398.5,20409,36.8,36.6,0.108628181,0.008221994
70529,Zip,LA,Duson,Lafayette,Lafayette Parish,146175.8333,26308,35,34.3,0.091119221,0.00418888
70532,Zip,LA,Elton,Jennings,Jefferson Davis Parish,45950.58333,20429,35.9,45.1,0.08869908,0
70533,Zip,LA,Erath,Lafayette,Vermilion Parish,121726,25160,40.2,40,0.096038166,0
70535,Zip,LA,Eunice,Opelousas,Saint Landry Parish,61631.5,23223,33.4,34.6,0.078118181,0.00158046
70538,Zip,LA,Franklin,Morgan City,Saint Mary Parish,97558,19665,38.8,42,0.074919913,0.000205044
70541,Zip,LA,Grand Coteau,Opelousas,Saint Landry Parish,64518.16667,20523,38.9,51.8,0.128,0
70542,Zip,LA,Gueydan,Lafayette,Vermilion Parish,85847.25,29252,39,44.1,0.101096224,0.005464481
70543,Zip,LA,Iota,Lafayette,Acadia Parish,47735.66667,25604,29,33.7,0.108799454,0.005084746
70544,Zip,LA,Jeanerette,Morgan City,Saint Mary Parish,84172.08333,19105,32.1,39.4,0.06083809,0
70546,Zip,LA,Jennings,Jennings,Jefferson Davis Parish,80097.83333,23624,37,37.9,0.116234652,0
70548,Zip,LA,Kaplan,Lafayette,Vermilion Parish,98193.75,22914,35.1,42.2,0.11095815,0.003281378
70549,Zip,LA,Lake Arthur,Jennings,Jefferson Davis Parish,60226.58333,25669,29.7,41.6,0.104733976,0
70552,Zip,LA,New Iberia,Lafayette,Iberia Parish,101397.4167,22151,39.1,33.5,0.033421284,0.014492754
70554,Zip,LA,Mamou,,Evangeline Parish,51860.5,15858,34.5,34.4,0.051845343,0
70555,Zip,LA,Maurice,Lafayette,Vermilion Parish,189115.4167,30706,36.5,35.8,0.136865755,0
70559,Zip,LA,Morse,Lafayette,Acadia Parish,35087.58333,19039,29.5,35.8,0.058915537,0.001888574
70560,Zip,LA,New Iberia,Lafayette,Iberia Parish,90978.75,20485,34.4,36.4,0.061872973,0.002643005
70563,Zip,LA,New Iberia,Lafayette,Iberia Parish,148421.0833,30760,38.3,37.5,0.162900188,0
70570,Zip,LA,Opelousas,Opelousas,Saint Landry Parish,66608.91667,18964,35,38,0.111390934,0.000945798
70577,Zip,LA,Port Barre,Opelousas,Saint Landry Parish,63227.75,17756,39.8,42.6,0.063343328,0
70578,Zip,LA,Rayne,Lafayette,Acadia Parish,151575.5,21926,33.1,36.3,0.104780048,0.00238537
70581,Zip,LA,Roanoke,Jennings,Jefferson Davis Parish,46406.5,29799,60.2,54.6,0.109704641,0
70582,Zip,LA,Saint Martinville,Lafayette,Saint Martin Parish,87588.83333,24966,35.5,38.1,0.099131638,0.001671442
70583,Zip,LA,Scott,Lafayette,Lafayette Parish,142595.1667,23162,34.8,39.4,0.111248302,0.009872029
70584,Zip,LA,Sunset,Opelousas,Saint Landry Parish,131327.6667,21763,33.1,34.8,0.122633572,0.010226216
70586,Zip,LA,Ville Platte,,Evangeline Parish,62583.75,19212,33.3,39.6,0.106256742,0
70589,Zip,LA,Washington,Opelousas,Saint Landry Parish,58650.41667,20547,42.8,41.5,0.05892778,0.000811688
70591,Zip,LA,Welsh,Jennings,Jefferson Davis Parish,79693.66667,23654,34.6,36.6,0.083574244,0
70592,Zip,LA,Youngsville,Lafayette,Lafayette Parish,205530.3333,32141,32.5,34.6,0.258319338,0.001096234
70601,Zip,LA,Lake Charles,Lake Charles,Calcasieu Parish,137462.8333,22313,33.5,36.9,0.142285129,0.006583231
70605,Zip,LA,Lake Charles,Lake Charles,Calcasieu Parish,257918.6667,37922,36.1,37.5,0.231724817,0.003713374
70607,Zip,LA,Lake Charles,Lake Charles,Calcasieu Parish,201533.25,23144,31.5,34.2,0.129208583,0.003006012
70611,Zip,LA,Lake Charles,Lake Charles,Calcasieu Parish,252527.5,32379,37.6,39.1,0.170279745,0.004450288
70615,Zip,LA,Lake Charles,Lake Charles,Calcasieu Parish,122772.25,21336,37,31.9,0.084053847,0
70630,Zip,LA,Bell City,Lake Charles,Calcasieu Parish,141175.4167,33084,42,45.2,0.037037037,0
70631,Zip,LA,Cameron,Lake Charles,Cameron Parish,142266.75,31980,60.7,59.1,0.06442577,0
70632,Zip,LA,Creole,Lake Charles,Cameron Parish,80240.41667,27829,55.9,63.1,0.157782516,0
70633,Zip,LA,Dequincy,Lake Charles,Calcasieu Parish,154399,22468,39.4,37.5,0.080030488,0.004493605
70634,Zip,LA,Deridder,DeRidder,Beauregard Parish,116939.5833,26171,35.6,38.9,0.11817667,0.000881316
70637,Zip,LA,Dry Creek,,Allen Parish,95511.16667,20023,27.8,28.9,0,0
70638,Zip,LA,Elizabeth,,Allen Parish,43217.58333,28586,34.3,30.2,0.083447332,0.001779359
70639,Zip,LA,Evans,Fort Polk South,Vernon Parish,53559.5,15619,48.4,54.5,0.110367893,0
70643,Zip,LA,Grand Chenier,Lake Charles,Cameron Parish,92639.63636,33010,55,63.3,0.127906977,0
70645,Zip,LA,Hackberry,Lake Charles,Cameron Parish,121579,28497,42.8,35.3,0.095289079,0
70647,Zip,LA,Iowa,Lake Charles,Calcasieu Parish,200363.3333,25754,35.5,34.6,0.133828383,0
70648,Zip,LA,Kinder,,Allen Parish,40413.91667,22153,34,36.9,0.075351641,0
70650,Zip,LA,Lacassine,Jennings,Jefferson Davis Parish,79778.16667,29155,32.1,44.8,0.28125,0
70652,Zip,LA,Longville,DeRidder,Beauregard Parish,143288.8333,33166,46.9,38.2,0.182332155,0
70653,Zip,LA,Merryville,DeRidder,Beauregard Parish,70433.33333,23810,39,46.1,0.089383131,0.018707483
70655,Zip,LA,Oberlin,,Allen Parish,41055.08333,19840,34.4,36.7,0.100475939,0.009795191
70656,Zip,LA,Pitkin,Fort Polk South,Vernon Parish,62803.08333,20872,37.5,45.2,0.072838177,0
70657,Zip,LA,Ragley,DeRidder,Beauregard Parish,148215.4167,26994,35.2,42.3,0.11209068,0
70658,Zip,LA,Reeves,,Allen Parish,44537.41667,21917,46.3,35.7,0.104417671,0
70659,Zip,LA,Rosepine,Fort Polk South,Vernon Parish,97723.41667,23783,32.5,35,0.168831169,0.01519337
70660,Zip,LA,Singer,DeRidder,Beauregard Parish,100844,21328,22.9,46.5,0.207253886,0
70661,Zip,LA,Starks,Lake Charles,Calcasieu Parish,103752.5833,20821,49.3,39.8,0.098233216,0
70662,Zip,LA,Sugartown,DeRidder,Beauregard Parish,98915.83333,15685,71,49.6,0,0
70663,Zip,LA,Sulphur,Lake Charles,Calcasieu Parish,216809.9167,26194,34.2,39.9,0.115679095,0.004595815
70665,Zip,LA,Sulphur,Lake Charles,Calcasieu Parish,241666.5833,30196,33.1,38.4,0.162184189,0
70668,Zip,LA,Vinton,Lake Charles,Calcasieu Parish,140872.5833,23437,35.4,36.4,0.093028229,0.000654879
70669,Zip,LA,Westlake,Lake Charles,Calcasieu Parish,177060.5,25183,35.9,40,0.103422396,0
70706,Zip,LA,Denham Springs,Baton Rouge,Livingston Parish,188177.5833,29456,36.9,33.5,0.150631551,0.001163242
70710,Zip,LA,Addis,Baton Rouge,West Baton Rouge Parish,205726.9167,28899,29.9,34.3,0.132542373,0.0023465
70711,Zip,LA,Albany,Baton Rouge,Livingston Parish,162282.75,28187,42.3,34.2,0.149357072,0
70714,Zip,LA,Baker,Baton Rouge,East Baton Rouge Parish,130993.0833,27096,35.4,35.6,0.123841421,0.001923488
70715,Zip,LA,Batchelor,Baton Rouge,Pointe Coupee Parish,73547.33333,19565,35.6,34.5,0.139269406,0.01754386
70719,Zip,LA,Brusly,Baton Rouge,West Baton Rouge Parish,199761.4167,30645,33.1,36.1,0.169679085,0
70721,Zip,LA,Carville,Baton Rouge,Iberville Parish,159510.25,18429,36.4,23.8,0.018041237,0
70722,Zip,LA,Clinton,Baton Rouge,East Feliciana Parish,165651.25,25974,44.1,46.6,0.113616398,0.005583756
70723,Zip,LA,Convent,New Orleans-Metairie,Saint James Parish,66536.41667,23529,29.3,45.3,0.101045296,0.046692607
70725,Zip,LA,Darrow,Baton Rouge,Ascension Parish,184680.3333,22526,40,32.9,0.135110294,0
70726,Zip,LA,Denham Springs,Baton Rouge,Livingston Parish,176727.4167,29679,33.1,35.8,0.1369606,0.000656335
70729,Zip,LA,Erwinville,Baton Rouge,West Baton Rouge Parish,193057.0833,20815,30.4,39.7,0.12254902,0
70730,Zip,LA,Ethel,Baton Rouge,East Feliciana Parish,167922.8333,21087,35.8,39.8,0.067508883,0
70732,Zip,LA,Fordoche,Baton Rouge,Pointe Coupee Parish,103552.75,20852,36.2,39.8,0.025258324,0.006666667
70733,Zip,LA,French Settlement,Baton Rouge,Livingston Parish,152132,28279,37.1,32.6,0.080962801,0
70734,Zip,LA,Geismar,Baton Rouge,Ascension Parish,273830.9167,35573,37.6,35.8,0.20340543,0
70736,Zip,LA,Glynn,Baton Rouge,Pointe Coupee Parish,114466.25,12477,44.3,31.2,0.064285714,0
70737,Zip,LA,Gonzales,Baton Rouge,Ascension Parish,200451.9167,34132,35.4,35.4,0.167240121,0.000270905
70739,Zip,LA,Greenwell Springs,Baton Rouge,East Baton Rouge Parish,214521.25,31048,36.9,41.7,0.186825846,0
70740,Zip,LA,Grosse Tete,Baton Rouge,Iberville Parish,142935.25,23399,40.7,51.5,0.055743243,0.064308682
70743,Zip,LA,Paulina,New Orleans-Metairie,Saint James Parish,173338.3333,36386,60.1,54.8,0.022556391,0
70744,Zip,LA,Holden,Baton Rouge,Livingston Parish,128666.0833,33852,41.6,39.5,0.095504253,0
70748,Zip,LA,Jackson,Baton Rouge,East Feliciana Parish,175208.9167,15357,41.3,54,0.08573898,0
70749,Zip,LA,Jarreau,Baton Rouge,Pointe Coupee Parish,168189.8333,25738,48.5,45,0.074836296,0
70750,Zip,LA,Krotz Springs,Opelousas,Saint Landry Parish,59867.75,24527,42.4,41.2,0.036253776,0
70752,Zip,LA,Lakeland,Baton Rouge,Pointe Coupee Parish,172518.4167,24589,46.1,30.2,0.026132404,0
70753,Zip,LA,Lettsworth,Baton Rouge,Pointe Coupee Parish,57456.75,15217,41.2,35,0.017804154,0
70754,Zip,LA,Livingston,Baton Rouge,Livingston Parish,173342.5,25155,34.1,33.9,0.089182303,0
70755,Zip,LA,Livonia,Baton Rouge,Pointe Coupee Parish,130868.1667,27136,34.7,38.4,0.090255591,0
70756,Zip,LA,Lottie,Baton Rouge,Pointe Coupee Parish,136238.9167,32609,44.5,53.2,0,0.066666667
70757,Zip,LA,Maringouin,Baton Rouge,Iberville Parish,120201,21551,41.4,40.3,0.078886311,0
70759,Zip,LA,Morganza,Baton Rouge,Pointe Coupee Parish,95556,23374,51.1,44.8,0.067460317,0.012326656
70760,Zip,LA,New Roads,Baton Rouge,Pointe Coupee Parish,176090.5,23358,37.9,43.9,0.154660529,0
70761,Zip,LA,Norwood,Baton Rouge,East Feliciana Parish,147997.1667,28035,54.7,58,0.148619958,0
70762,Zip,LA,Oscar,Baton Rouge,Pointe Coupee Parish,235313.4167,39587,48.3,52.2,0.194950912,0
70763,Zip,LA,Paulina,New Orleans-Metairie,Saint James Parish,213259.8333,31813,36.7,35.3,0.120606733,0.0039801
70764,Zip,LA,Plaquemine,Baton Rouge,Iberville Parish,144823.8333,23179,33.8,38.6,0.105416743,0.004359831
70767,Zip,LA,Port Allen,Baton Rouge,West Baton Rouge Parish,154004.8333,28385,38.1,38.5,0.135550787,0.004355768
70769,Zip,LA,Prairieville,Baton Rouge,Ascension Parish,241479.4167,35641,33.6,36,0.246568825,0
70770,Zip,LA,Pride,Baton Rouge,East Baton Rouge Parish,204368.9167,29724,38.8,52.2,0.192260692,0
70772,Zip,LA,Rosedale,Baton Rouge,Iberville Parish,164058.25,22907,29.6,36,0.140540541,0.01971831
70774,Zip,LA,Saint Amant,Baton Rouge,Ascension Parish,205879.6667,35204,33.5,39.8,0.085484361,0.004025424
70775,Zip,LA,Saint Francisville,Baton Rouge,West Feliciana Parish,218329.3333,28976,37.8,40.6,0.187440533,0.000401043
70776,Zip,LA,Saint Gabriel,Baton Rouge,Iberville Parish,212244.4167,19038,40.7,39.2,0.127659574,0
70777,Zip,LA,Slaughter,Baton Rouge,East Feliciana Parish,182781.5833,29082,42.4,34.9,0.076563165,0
70778,Zip,LA,Sorrento,Baton Rouge,Ascension Parish,208351,25769,32.4,32.3,0.124015748,0.02610317
70780,Zip,LA,Sunshine,Baton Rouge,Iberville Parish,104049.5,43972,37.1,48.3,0.141708543,0
70783,Zip,LA,Ventress,Baton Rouge,Pointe Coupee Parish,220619.5,47072,46.5,54.4,0.170825336,0.027755749
70785,Zip,LA,Walker,Baton Rouge,Livingston Parish,180038.4167,27665,33,37.5,0.122120475,0.003161975
70788,Zip,LA,White Castle,Baton Rouge,Iberville Parish,93696,25411,36.2,45.6,0.097072419,0
70789,Zip,LA,Wilson,Baton Rouge,East Feliciana Parish,82748.5,19246,37.5,38.6,0.093333333,0
70791,Zip,LA,Zachary,Baton Rouge,East Baton Rouge Parish,207812.8333,31300,35.7,37,0.191633088,0
70801,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,117103.25,61618,40.2,-666666666,0.482142857,0
70802,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,76871.5,18749,30.9,34,0.115795804,0.067922054
70805,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,54089.58333,14643,28.2,32.8,0.058910983,0.045122561
70806,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,206966.75,32449,32.8,35.1,0.235228313,0.030933555
70807,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,90520.25,15329,25.1,33.2,0.089934667,0.023197883
70808,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,285094.3333,45847,31.8,30.4,0.328962704,0.021981192
70809,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,229789.9167,44860,36.6,39,0.306143549,0
70810,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,261135.3333,47908,35.8,37,0.321775157,0.006662318
70811,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,122060.5833,20957,32.3,40.2,0.122361869,0.014830508
70812,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,88299.41667,19553,30.3,35.6,0.099928418,0.014590823
70814,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,161404.5,24215,35.7,36.6,0.153658537,0.010650547
70815,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,169896.5,25217,32.1,36.7,0.186610967,0.02167382
70816,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,182410.5833,31446,30.8,35.5,0.24089404,0.002478036
70817,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,230190.5833,39043,34.4,39.6,0.318033797,0.000558472
70818,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,196884.6667,32134,40.4,44.2,0.20559917,0.002713091
70819,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,125641.8333,23497,33.5,31.7,0.171521036,0
70820,Zip,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish,168948.25,22429,22.2,22.3,0.264744052,0.013537726
71001,Zip,LA,Arcadia,,Bienville Parish,60670.91667,19933,40.2,42.9,0.14639866,0.002269289
71003,Zip,LA,Athens,,Claiborne Parish,79493.33333,35226,48,41,0.204646018,0
71004,Zip,LA,Belcher,Shreveport-Bossier City,Caddo Parish,108857.5,21743,47.4,45.6,0.18487395,0
71006,Zip,LA,Benton,Shreveport-Bossier City,Bossier Parish,254126.5,31729,37.4,41.2,0.167169516,0.009759381
71007,Zip,LA,Bethany,Shreveport-Bossier City,Caddo Parish,130153.4167,26000,48.7,44.4,0.190751445,0
71008,Zip,LA,Bienville,,Bienville Parish,36010.33333,24785,51,59.8,0.023728814,0
71016,Zip,LA,Castor,,Bienville Parish,58775,23036,35.3,42.1,0.066867017,0.001564945
71019,Zip,LA,Coushatta,,Red River Parish,72367.5,21427,35.9,38.9,0.064492216,0.005436752
71023,Zip,LA,Doyline,Shreveport-Bossier City,Webster Parish,89114.33333,20336,38.2,31.4,0.068192014,0
71024,Zip,LA,Dubberly,Shreveport-Bossier City,Webster Parish,82496.5,16685,34,44,0.040650407,0
71027,Zip,LA,Frierson,Shreveport-Bossier City,De Soto Parish,91403.58333,19542,26.7,41.9,0.039272031,0
71028,Zip,LA,Gibsland,,Bienville Parish,38807.66667,20307,52.9,49.5,0.047619048,0
71029,Zip,LA,Gilliam,Shreveport-Bossier City,Caddo Parish,83072,25652,57,67.3,0.141791045,0
71030,Zip,LA,Gloster,Shreveport-Bossier City,De Soto Parish,136409,31177,40.5,35.6,0.201612903,0
71031,Zip,LA,Goldonna,Natchitoches,Natchitoches Parish,103818.25,24333,44.5,42,0.064120055,0
71032,Zip,LA,Grand Cane,Shreveport-Bossier City,De Soto Parish,93533.91667,27466,45.7,55.3,0.105533371,0.012695313
71033,Zip,LA,Greenwood,Shreveport-Bossier City,Caddo Parish,170536.9167,36948,45.9,51.2,0.200507614,0
71034,Zip,LA,Hall Summit,,Red River Parish,70698.91667,27468,46.9,45.1,0.125,0
71037,Zip,LA,Haughton,Shreveport-Bossier City,Bossier Parish,179850.5833,28989,38.1,41.3,0.14965446,0.005465839
71038,Zip,LA,Haynesville,,Claiborne Parish,56368.58333,17218,39.1,42,0.088926174,0
71039,Zip,LA,Heflin,Shreveport-Bossier City,Webster Parish,72647.75,21821,33.8,52.4,0.146186441,0.003780718
71040,Zip,LA,Homer,,Claiborne Parish,115466.3333,13716,39.1,49,0.080376229,0
71043,Zip,LA,Hosston,Shreveport-Bossier City,Caddo Parish,74895.91667,16990,46.8,57.4,0.026936027,0
71044,Zip,LA,Ida,Shreveport-Bossier City,Caddo Parish,76153.25,32471,43.7,51.5,0.103448276,0.021276596
71045,Zip,LA,Jamestown,,Bienville Parish,71589.58333,26624,43.8,39.5,0.107296137,0
71046,Zip,LA,Keithville,Shreveport-Bossier City,Caddo Parish,81214,47129,62.3,64,0.090534979,0
71047,Zip,LA,Keithville,Shreveport-Bossier City,Caddo Parish,148702.25,28324,42.5,47.2,0.103960985,0.002913025
71049,Zip,LA,Logansport,Shreveport-Bossier City,De Soto Parish,84588.08333,24889,29.4,38.3,0.066333485,0
71051,Zip,LA,Elm Grove,Shreveport-Bossier City,Bossier Parish,147782.9167,31419,50.5,36.8,0.100682594,0
71052,Zip,LA,Mansfield,Shreveport-Bossier City,De Soto Parish,70593.75,18905,35.9,38.8,0.06050695,0.021103896
71055,Zip,LA,Minden,Shreveport-Bossier City,Webster Parish,91897.16667,18545,36.2,42.3,0.125204218,0.002299784
71060,Zip,LA,Mooringsport,Shreveport-Bossier City,Caddo Parish,93877.33333,23103,45.2,34.6,0.078181818,0
71061,Zip,LA,Oil City,Shreveport-Bossier City,Caddo Parish,73596.91667,20836,35.8,42.8,0.096414343,0
71065,Zip,LA,Pleasant Hill,,Sabine Parish,71856.91667,18149,38.7,47.6,0.096658711,0.006578947
71067,Zip,LA,Princeton,Shreveport-Bossier City,Bossier Parish,143437.3333,19417,36.8,34.2,0.065165309,0
71068,Zip,LA,Ringgold,,Bienville Parish,56610.66667,22546,40.5,42.6,0.101426307,0
71070,Zip,LA,Saline,,Bienville Parish,76069.16667,36329,38.8,40.9,0.111470113,0
71071,Zip,LA,Sarepta,Shreveport-Bossier City,Webster Parish,77819.5,21577,41.8,39.9,0.123914302,0
71072,Zip,LA,Shongaloo,Shreveport-Bossier City,Webster Parish,74406.16667,20692,43,39.7,0.17983368,0
71073,Zip,LA,Sibley,Shreveport-Bossier City,Webster Parish,98248.75,19513,41.2,39.5,0.120073892,0.021705426
71075,Zip,LA,Springhill,Shreveport-Bossier City,Webster Parish,87076.75,17948,48.4,45.9,0.10873401,0
71078,Zip,LA,Stonewall,Shreveport-Bossier City,De Soto Parish,232357.3333,29072,36,37.1,0.131682734,0
71082,Zip,LA,Vivian,Shreveport-Bossier City,Caddo Parish,74807.41667,19469,33.8,41.8,0.094293561,0
71103,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,27589.25,15480,40.3,45.8,0.072240944,0.103837472
71104,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,100622.8333,25786,32.8,31.9,0.185263158,0.015157559
71105,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,159838,36385,34.3,38.5,0.252929559,0.004748923
71106,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,166331.3333,34306,35.8,39.5,0.194963479,0.019789275
71107,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,106825.5833,21543,34.9,36.2,0.099114064,0.012906939
71108,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,33578,14468,27.9,31.7,0.06370502,0.02970297
71109,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,26001.83333,13995,34.4,37.3,0.061111111,0.068026241
71111,Zip,LA,Bossier City,Shreveport-Bossier City,Bossier Parish,201400.1667,29740,33.7,35.7,0.185619852,0.003393383
71112,Zip,LA,Bossier City,Shreveport-Bossier City,Bossier Parish,140865.8333,25848,32.8,35.7,0.167515924,0.003532474
71115,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,192876.5833,41605,37.2,42.9,0.245549092,0.005572836
71118,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,129874.5833,23745,35.4,39.1,0.147591113,0.00386064
71119,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,141454.0833,29345,41,44.1,0.193470834,0.011308562
71129,Zip,LA,Shreveport,Shreveport-Bossier City,Caddo Parish,147620.4167,24352,30.9,35.9,0.130360401,0.002534051
71201,Zip,LA,Monroe,Monroe,Ouachita Parish,171233.5,35596,38,40.9,0.280045191,0.015737638
71203,Zip,LA,Monroe,Monroe,Ouachita Parish,137370.5,22377,31.5,33,0.182439066,0.00723869
71219,Zip,LA,Baskin,,Franklin Parish,106133.75,26168,47.2,48.3,0.124620061,0
71220,Zip,LA,Bastrop,Bastrop,Morehouse Parish,50508.41667,18764,35.2,38.4,0.104649529,0.000873799
71222,Zip,LA,Bernice,Monroe,Union Parish,62569.75,18111,41.1,37.5,0.068387681,0.001966568
71223,Zip,LA,Bonita,Bastrop,Morehouse Parish,41239.16667,13861,48.6,56.3,0.058608059,0
71225,Zip,LA,Calhoun,Monroe,Ouachita Parish,205907.1667,29777,40.2,43.9,0.128898988,0
71226,Zip,LA,Chatham,,Jackson Parish,198605.5,21049,35.1,40.9,0.115294118,0
71227,Zip,LA,Choudrant,Ruston,Lincoln Parish,177044.25,30177,33.8,36.6,0.202567188,0
71229,Zip,LA,Collinston,Bastrop,Morehouse Parish,85787.41667,26555,41.8,48.1,0.063436123,0
71232,Zip,LA,Delhi,,Richland Parish,92311.5,19961,41.6,44.8,0.076233184,0
71234,Zip,LA,Downsville,Monroe,Union Parish,150357,26729,40.5,35.3,0.104740904,0
71235,Zip,LA,Dubach,Ruston,Lincoln Parish,127100.4167,25615,37.2,37.2,0.13990755,0
71237,Zip,LA,Epps,,West Carroll Parish,70439.16667,13691,32.9,44.2,0.071117562,0
71238,Zip,LA,Eros,Monroe,Ouachita Parish,168219.0833,31424,36.6,34,0.175675676,0.00069735
71241,Zip,LA,Farmerville,Monroe,Union Parish,115037.5,22422,38.1,46.7,0.131204644,0.006162465
71243,Zip,LA,Fort Necessity,,Catahoula Parish,101891.4167,30522,41.1,54.6,0.189189189,0
71245,Zip,LA,Grambling,Ruston,Lincoln Parish,86307.16667,14532,23.4,24.6,0.225912067,0
71247,Zip,LA,Hodge,,Jackson Parish,38417.16667,17342,47,55.1,0.065340909,0
71250,Zip,LA,Jones,Bastrop,Morehouse Parish,50322.91667,11083,68.1,30.1,0.085470085,0
71251,Zip,LA,Jonesboro,,Jackson Parish,60575,17751,37,40,0.069424403,0
71254,Zip,LA,Lake Providence,,East Carroll Parish,44130,17383,29,43.5,0.068097015,0
71256,Zip,LA,Lillie,Monroe,Union Parish,43065.25,18554,33.7,41.3,0.103713188,0
71259,Zip,LA,Mangham,,Richland Parish,104155.5833,25360,49.2,52.8,0.115349682,0.027287319
71260,Zip,LA,Marion,Monroe,Union Parish,65648.41667,28224,51.7,47.4,0.131578947,0
