zipcode,State,City,CountyName,Average RE Prices,Income per capita,Median Age Male,Median Age Female,Bachelor's degree > 25,Public transportation
28395,NC,Wade,Cumberland County,163306.75,23756.0,33.5,45.0,0.087394958,0.0
28396,NC,Wagram,Scotland County,76801.0,20746.0,36.5,45.1,0.133037694,0.00203666
28398,NC,Warsaw,Duplin County,69292.41667,17162.0,39.2,44.0,0.058198097,0.00397432
28399,NC,White Oak,Bladen County,83942.91667,18415.0,50.8,44.5,0.099869452,0.0
28401,NC,Wilmington,New Hanover County,153006.9167,21577.0,35.3,41.3,0.16726885,0.031337325
28403,NC,Wilmington,New Hanover County,210289.6667,26872.0,28.3,27.8,0.279037563,0.008658425
28405,NC,Wilmington,New Hanover County,207991.1667,32719.0,39.3,42.5,0.278609602,0.001397802
28409,NC,Wilmington,New Hanover County,289566.5,40729.0,42.7,42.5,0.301286391,0.002528211
28411,NC,Wilmington,New Hanover County,270382.6667,37564.0,37.7,41.9,0.273079259,0.0
28412,NC,Wilmington,New Hanover County,225396.5833,31172.0,38.6,41.5,0.263989872,0.007828004
28420,NC,Ash,Brunswick County,138247.6667,22651.0,40.7,44.3,0.10206379,0.0
28421,NC,Atkinson,Pender County,130313.1667,28045.0,27.9,50.0,0.09266055,0.0
28422,NC,Bolivia,Brunswick County,212494.1667,25856.0,47.7,53.8,0.151064496,0.003915427
28423,NC,Bolton,Columbus County,86665.0,22179.0,39.7,46.2,0.063085572,0.006410256
28424,NC,Whiteville,Columbus County,51679.25,19610.0,24.8,52.6,0.027777778,0.0
28425,NC,Burgaw,Pender County,148402.3333,19203.0,44.1,42.8,0.092972448,0.001473116
28428,NC,Carolina Beach,New Hanover County,306201.0833,42308.0,45.5,48.3,0.2862,0.001801802
28429,NC,Castle Hayne,New Hanover County,177467.9167,23685.0,39.0,48.9,0.139094353,0.00628338
28430,NC,Cerro Gordo,Columbus County,80335.58333,20305.0,43.4,36.0,0.121757925,0.0
28431,NC,Chadbourn,Columbus County,70934.66667,24802.0,41.5,43.4,0.133707632,0.0
28432,NC,Clarendon,Columbus County,87817.41667,13546.0,38.2,43.9,0.039473684,0.0
28433,NC,Clarkton,Bladen County,72257.08333,17816.0,41.4,42.3,0.062416287,0.001829268
28434,NC,Council,Bladen County,81343.33333,26035.0,43.4,60.3,0.099489796,0.0
28435,NC,Currie,Pender County,136825.8333,22705.0,44.0,54.8,0.059069212,0.0
28436,NC,Delco,Columbus County,104100.5,25689.0,43.0,45.6,0.103372434,0.034343434
28438,NC,Boardman,Columbus County,65142.08333,17659.0,41.5,54.4,0.067387687,0.0
28439,NC,Fair Bluff,Columbus County,59062.08333,27854.0,56.8,53.2,0.068292683,0.0
28441,NC,Garland,Sampson County,67120.5,12810.0,22.4,37.3,0.051764706,0.0
28442,NC,Hallsboro,Columbus County,72728.08333,26361.0,53.7,55.5,0.080808081,0.0
28443,NC,Hampstead,Pender County,284919.3333,32802.0,41.7,46.0,0.231369811,0.0
28444,NC,Harrells,Sampson County,106201.25,44803.0,41.9,52.2,0.039617486,0.0
28445,NC,Surf City,Pender County,260491.0833,34148.0,32.2,42.2,0.237291462,0.003407155
28447,NC,Ivanhoe,Pender County,112911.0,29918.0,27.8,43.0,0.111111111,0.0
28448,NC,Kelly,Bladen County,91063.33333,18714.0,53.3,37.9,0.097412481,0.0
28449,NC,Kure Beach,New Hanover County,410849.5833,43192.0,57.1,57.2,0.256897609,0.0
28450,NC,Lake Waccamaw,Columbus County,206014.0,26078.0,44.0,45.7,0.134072022,0.010650888
28451,NC,Leland,Brunswick County,209712.5833,28937.0,43.9,45.4,0.173831701,0.00434698
28452,NC,Longwood,Brunswick County,97818.33333,12233.0,46.9,31.9,0.01244168,0.0
28453,NC,Magnolia,Duplin County,63968.08333,16509.0,42.0,30.0,0.076829761,0.0
28454,NC,Maple Hill,Onslow County,139712.0833,23607.0,33.6,33.5,0.079701121,0.0
28455,NC,Nakina,Columbus County,87975.66667,44710.0,45.9,48.1,0.142435424,0.0
28456,NC,East Arcadia,Bladen County,100409.1667,17417.0,33.8,41.2,0.086316627,0.0
28457,NC,Rocky Point,Pender County,208626.6667,24647.0,36.7,38.6,0.155890294,0.003928055
28458,NC,Rose Hill,Duplin County,68066.58333,17471.0,38.2,43.1,0.089649381,0.0
28460,NC,North Topsail Beach,Onslow County,216847.5833,31676.0,28.7,35.6,0.242324888,0.0
28461,NC,Boiling Spring Lakes,Brunswick County,273911.5833,40493.0,58.3,56.4,0.243243243,0.015950749
28462,NC,Holden Beach,Brunswick County,292410.0,26272.0,53.0,54.1,0.136672412,0.0
28463,NC,Tabor City,Columbus County,72185.5,20664.0,34.9,46.0,0.040792541,0.0
28464,NC,Teachey,Duplin County,78304.08333,14965.0,52.0,48.8,0.071680969,0.0
28465,NC,Oak Island,Brunswick County,262589.4167,42654.0,58.6,60.0,0.247532633,0.002639393
28466,NC,Wallace,Duplin County,108488.8333,22886.0,45.4,54.3,0.096492505,0.0
28467,NC,Carolina Shores,Brunswick County,180507.4167,31712.0,65.3,62.5,0.169215535,0.0
28468,NC,Sunset Beach,Brunswick County,250814.4167,34190.0,61.6,62.5,0.292089728,0.0
28469,NC,Ocean Isle Beach,Brunswick County,324623.8333,41986.0,62.8,61.7,0.233460076,0.019668737
28470,NC,Shallotte,Brunswick County,185813.1667,23240.0,44.6,51.3,0.096864502,0.0
28472,NC,Whiteville,Columbus County,85413.58333,19837.0,39.4,43.5,0.099427865,0.0
28478,NC,Ivanhoe,Pender County,120251.5833,21036.0,47.1,45.2,0.069248826,0.005732152
28479,NC,Winnabow,Brunswick County,206566.25,27850.0,39.8,45.7,0.183322588,0.0
28480,NC,Wrightsville Beach,New Hanover County,865859.1667,69307.0,33.9,44.9,0.494145199,0.0
28501,NC,Kinston,Lenoir County,44068.0,20285.0,40.6,46.4,0.097059729,0.006803773
28504,NC,Kinston,Lenoir County,107419.8333,26720.0,40.9,46.4,0.119447314,0.002220577
28508,NC,Albertson,Duplin County,79717.58333,15634.0,32.8,32.5,0.040690506,0.0
28510,NC,Minnesott Beach,Pamlico County,203909.1667,46306.0,58.5,55.2,0.180223285,0.011782032
28511,NC,Atlantic,Carteret County,119191.0,24345.0,54.8,55.4,0.049180328,0.0
28512,NC,Atlantic Beach,Carteret County,324457.5,46132.0,58.2,58.0,0.270817981,0.00349406
28513,NC,Ayden,Pitt County,107806.0,24286.0,37.6,40.2,0.12244015,0.0
28515,NC,Bayboro,Pamlico County,97938.16667,14267.0,40.2,49.3,0.037812979,0.00297619
28516,NC,Beaufort,Carteret County,228068.5,28464.0,49.1,49.6,0.145720539,0.003285421
28518,NC,Beulaville,Duplin County,108384.25,23379.0,35.5,32.5,0.103079234,0.0
28520,NC,Cedar Island,Carteret County,157790.5833,27357.0,44.6,46.1,0.060344828,0.0
28521,NC,Chinquapin,Duplin County,99005.16667,22749.0,42.7,45.2,0.047236181,0.0
28523,NC,Cove City,Craven County,107574.25,29043.0,38.3,50.6,0.168341709,0.0
28524,NC,Davis,Carteret County,134133.5,25987.0,55.0,46.2,0.060085837,0.0
28525,NC,Deep Run,Lenoir County,98237.33333,16777.0,37.3,37.1,0.08444217,0.0
28526,NC,Dover,Craven County,79474.83333,19521.0,36.0,36.5,0.117241379,0.0
28527,NC,Ernul,Craven County,115776.8333,29540.0,60.4,53.4,0.065320665,0.0
28528,NC,Gloucester,Carteret County,199717.3333,19664.0,33.1,47.9,0.08685446,0.0
28529,NC,Grantsboro,Pamlico County,101608.1667,26127.0,42.9,40.9,0.086666667,0.001369863
28530,NC,Grifton,Pitt County,91207.08333,19414.0,36.8,42.2,0.06907192,0.00421763
28531,NC,Harkers Island,Carteret County,231568.5833,32369.0,50.4,49.0,0.160433071,0.0
28532,NC,Havelock,Craven County,130895.0833,22865.0,25.9,28.5,0.136307002,0.002156385
28537,NC,Hobucken,Pamlico County,35566.91667,15323.0,64.6,19.9,0.010989011,0.0
28538,NC,Hookerton,Greene County,100510.6667,19507.0,40.1,56.9,0.082310469,0.0
28539,NC,Hubert,Onslow County,147524.5,25224.0,29.5,31.0,0.102418355,0.0
28540,NC,Jacksonville,Onslow County,136816.6667,23839.0,28.6,30.8,0.154183673,0.002035218
28543,NC,Jacksonville,Onslow County,160395.0,15766.0,22.2,21.6,0.124500666,0.0
28544,NC,Midway Park,Onslow County,121738.3333,18798.0,23.0,24.3,0.127301841,0.0
28546,NC,Jacksonville,Onslow County,141531.9167,23775.0,26.2,29.7,0.139450895,0.000869724
28551,NC,La Grange,Lenoir County,116359.6667,20871.0,42.4,39.1,0.114996572,0.008565644
28552,NC,Lowland,Pamlico County,36817.0,9345.0,36.7,36.3,0.0,0.0
28553,NC,Marshallberg,Carteret County,174443.0,48665.0,51.8,68.0,0.079734219,0.0
28554,NC,Snow Hill,Greene County,111318.8333,30216.0,69.2,61.3,0.131578947,0.0
28555,NC,Maysville,Onslow County,117736.0833,27854.0,29.4,46.3,0.078571429,0.0
28556,NC,Merritt,Pamlico County,206765.1667,26733.0,52.1,50.8,0.140127389,0.0
28557,NC,Morehead City,Carteret County,229933.9167,37169.0,45.8,52.1,0.212141539,0.002667041
28560,NC,New Bern,Craven County,144143.5833,25551.0,39.6,42.0,0.138939292,0.0
28562,NC,New Bern,Craven County,178465.3333,35027.0,40.0,44.6,0.208601229,5.75e-05
28570,NC,Newport,Carteret County,191176.5,26554.0,42.2,45.2,0.124354702,0.007682976
28571,NC,Oriental,Pamlico County,252541.5833,33227.0,61.6,64.3,0.217695473,0.0
28572,NC,Pink Hill,Duplin County,84872.83333,20354.0,35.2,33.5,0.057979798,0.0
28573,NC,Pollocksville,Jones County,104672.0833,21626.0,45.1,51.8,0.1517067,0.0
28574,NC,Richlands,Onslow County,141126.9167,20982.0,30.1,30.4,0.112464937,0.0
28577,NC,Sealevel,Carteret County,91015.66667,23946.0,38.5,56.2,0.11627907,0.0
28578,NC,Seven Springs,Wayne County,96881.16667,20918.0,31.0,41.0,0.093565873,0.0
28579,NC,Smyrna,Carteret County,164447.4167,26980.0,56.4,53.0,0.079166667,0.0
28580,NC,Snow Hill,Greene County,100657.4167,17566.0,37.4,43.7,0.078304977,0.000909091
28581,NC,Stacy,Carteret County,132214.25,38949.0,58.4,52.2,0.080168776,0.0
28582,NC,Stella,Carteret County,223189.4167,27667.0,29.6,39.0,0.113140837,0.0
28583,NC,Stonewall,Pamlico County,81060.83333,28307.0,34.8,45.1,0.021978022,0.0
28584,NC,Swansboro,Onslow County,236707.9167,31729.0,41.4,44.0,0.190962266,0.0
28585,NC,Trenton,Jones County,73704.08333,20711.0,42.9,49.8,0.074185088,0.000725689
28586,NC,Vanceboro,Craven County,91939.83333,19960.0,43.3,45.9,0.090178059,0.0
28587,NC,Vandemere,Pamlico County,52939.41667,22609.0,52.5,58.1,0.039473684,0.011627907
28590,NC,Winterville,Pitt County,161877.1667,34927.0,36.8,39.8,0.275381825,0.0
28594,NC,Emerald Isle,Carteret County,400688.1667,43421.0,53.6,56.2,0.256596306,0.0
28601,NC,Hickory,Catawba County,161691.9167,29616.0,38.4,41.7,0.207367491,0.004057415
28602,NC,Hickory,Catawba County,133498.0,23994.0,39.8,38.6,0.132671919,0.007907454
28604,NC,Banner Elk,Watauga County,195451.0,30423.0,43.3,44.7,0.222828131,0.004029758
28605,NC,Blowing Rock,Watauga County,348509.9167,38393.0,46.5,47.5,0.296127563,0.0
28606,NC,Boomer,Wilkes County,106318.3333,19889.0,42.4,47.5,0.029757244,0.014563107
28607,NC,Boone,Watauga County,258237.5,22369.0,24.0,23.4,0.252996398,0.038926262
28609,NC,Catawba,Catawba County,169872.0,29461.0,48.6,44.7,0.107962872,0.0
28610,NC,Claremont,Catawba County,145580.4167,26139.0,43.4,44.8,0.091758472,0.0
28611,NC,Collettsville,Caldwell County,82496.25,31528.0,49.0,54.4,0.096133751,0.0
28613,NC,Conover,Catawba County,148893.3333,26646.0,39.4,44.0,0.123036304,0.000193723
28615,NC,Creston,Ashe County,150993.8333,17440.0,49.8,53.4,0.110530246,0.0
28616,NC,Crossnore,Avery County,138633.6667,18917.0,17.3,35.3,0.201754386,0.0
28617,NC,Crumpler,Ashe County,168324.6667,19941.0,31.0,45.5,0.115603285,0.0
28618,NC,Deep Gap,Watauga County,222065.75,28816.0,43.3,47.5,0.207984229,0.0
28621,NC,Elkin,Surry County,120038.4167,22847.0,36.4,43.6,0.125238745,0.006471816
28622,NC,Elk Park,Avery County,139361.8333,18003.0,38.5,46.9,0.117419355,0.02
28623,NC,Ennice,Alleghany County,133220.0833,21610.0,55.6,59.1,0.067291312,0.0
28624,NC,Ferguson,Wilkes County,148656.75,27645.0,54.8,53.4,0.106532663,0.0
28625,NC,Statesville,Iredell County,156391.8333,25316.0,40.3,40.0,0.128457536,0.0
28626,NC,Fleetwood,Ashe County,222353.9167,32204.0,48.4,50.4,0.231869758,0.0
28627,NC,Glade Valley,Alleghany County,209172.0833,24299.0,43.2,51.6,0.172056921,0.0
28629,NC,West Jefferson,Ashe County,178110.1667,-666666666.0,-666666666.0,-666666666.0,,
28630,NC,Granite Falls,Caldwell County,131157.75,24989.0,41.9,46.0,0.104071141,0.0
28631,NC,Grassy Creek,Ashe County,175622.5833,24458.0,59.8,58.2,0.061654135,0.0
28634,NC,Harmony,Iredell County,137981.3333,19268.0,42.3,43.9,0.081127242,0.0
28635,NC,Hays,Wilkes County,96006.0,20252.0,46.2,49.3,0.097276265,0.0
28636,NC,Hiddenite,Alexander County,130484.6667,20625.0,43.3,44.9,0.087183718,0.0
28638,NC,Hudson,Caldwell County,129203.0,21861.0,42.2,45.4,0.092660442,0.0
28640,NC,Jefferson,Ashe County,197400.8333,20678.0,44.9,52.9,0.137168142,0.0
28642,NC,Jonesville,Yadkin County,93197.91667,20504.0,40.4,42.7,0.080714106,0.0
28643,NC,Lansing,Ashe County,140582.5833,20491.0,48.1,45.2,0.067771084,0.0
28644,NC,Laurel Springs,Ashe County,158634.8333,18138.0,42.2,46.3,0.055621302,0.0
28645,NC,Lenoir,Caldwell County,108625.0,21486.0,43.9,44.2,0.093585857,0.00104597
28646,NC,Grandfather,Avery County,617832.5,53279.0,67.0,68.3,0.167910448,0.0
28647,NC,Marion,McDowell County,95221.25,24420.0,-666666666.0,54.2,0.4375,0.0
28649,NC,McGrady,Wilkes County,87464.08333,38933.0,43.5,36.3,0.0,0.0
28650,NC,Maiden,Catawba County,145550.4167,24988.0,39.3,44.3,0.115575267,0.0
28651,NC,Millers Creek,Wilkes County,89874.91667,20811.0,47.1,46.9,0.089510227,0.0
28654,NC,Moravian Falls,Wilkes County,113122.5833,27536.0,57.0,56.4,0.118740516,0.0
28657,NC,Newland,Avery County,134076.6667,22122.0,46.0,51.0,0.118054532,0.002642008
28658,NC,Newton,Catawba County,136792.8333,22824.0,38.6,40.6,0.109246851,0.002414856
28659,NC,North Wilkesboro,Wilkes County,93055.33333,21247.0,39.6,42.4,0.089106901,0.000450907
28660,NC,Olin,Iredell County,183928.5,25310.0,42.8,49.2,0.127734651,0.0
28663,NC,Piney Creek,Alleghany County,168419.3333,22921.0,54.4,50.6,0.167014614,0.019230769
28665,NC,Purlear,Wilkes County,122000.9167,22177.0,47.5,45.9,0.112731352,0.0
28667,NC,Rhodhiss,Burke County,32790.5,17972.0,43.3,36.3,0.041522491,0.0
28668,NC,Roaring Gap,Alleghany County,140798.4167,33485.0,61.2,34.4,0.33201581,0.006711409
28669,NC,Roaring River,Wilkes County,90640.0,29596.0,48.4,55.8,0.106225296,0.000690131
28670,NC,Ronda,Wilkes County,94848.33333,21165.0,35.2,36.2,0.063667233,0.0
28672,NC,Laurel Springs,Ashe County,152691.3333,,-666666666.0,-666666666.0,0.0,0.0
28673,NC,Sherrills Ford,Catawba County,354874.0,39794.0,45.9,48.4,0.259640666,0.0
28675,NC,Sparta,Alleghany County,138361.0,20235.0,45.7,48.3,0.086305419,0.0
28676,NC,State Road,Surry County,145328.75,33417.0,50.5,45.0,0.162264151,0.00599455
28677,NC,Statesville,Iredell County,137444.8333,23340.0,38.1,42.9,0.126602764,0.004989398
28678,NC,Stony Point,Iredell County,145725.0,28070.0,38.5,44.4,0.104244557,0.0
28679,NC,Sugar Grove,Watauga County,231945.3333,26859.0,35.2,51.1,0.198120595,0.0
28681,NC,Taylorsville,Alexander County,146484.9167,24048.0,44.3,45.4,0.087841111,0.0
28682,NC,Terrell,Catawba County,521631.0,37089.0,49.9,49.8,0.179201486,0.0
28683,NC,Thurmond,Wilkes County,131141.4167,25167.0,51.5,43.9,0.082271147,0.0
28684,NC,Todd,Ashe County,257139.75,21023.0,37.6,34.7,0.18685567,0.0
28685,NC,Traphill,Wilkes County,104857.9167,18723.0,49.1,49.3,0.060288336,0.0
28689,NC,Union Grove,Iredell County,178826.4167,25451.0,35.7,46.5,0.074351978,0.010341262
28692,NC,Vilas,Watauga County,243231.0,28663.0,43.4,40.4,0.261767694,0.0
28693,NC,Warrensville,Ashe County,147603.75,19874.0,39.2,48.4,0.113333333,0.007017544
28694,NC,West Jefferson,Ashe County,185223.4167,28872.0,50.3,50.4,0.119587629,0.0
28697,NC,Wilkesboro,Wilkes County,122229.5833,28325.0,43.6,47.5,0.156182658,0.0
28698,NC,Zionville,Watauga County,204963.25,22908.0,49.3,47.6,0.139437463,0.0
28701,NC,Alexander,Buncombe County,256635.8333,25435.0,44.4,49.6,0.201298701,0.000627353
28702,NC,Bryson City,Swain County,130769.5833,36186.0,40.9,50.0,0.171361502,0.0
28704,NC,Arden,Buncombe County,276471.5,37925.0,41.6,43.0,0.283105023,0.002344546
28705,NC,Bakersville,Mitchell County,128994.4167,21471.0,43.7,47.3,0.107926468,0.0
28707,NC,Balsam,Jackson County,160552.9167,25179.0,69.9,32.0,0.239669421,0.0
28708,NC,Balsam Grove,Transylvania County,183936.9167,19693.0,44.7,34.5,0.116352201,0.0
28709,NC,Barnardsville,Buncombe County,217685.4167,21646.0,43.7,43.4,0.150176678,0.0
28711,NC,Black Mountain,Buncombe County,275147.6667,26938.0,47.6,50.2,0.252701256,0.004025906
28712,NC,Brevard,Transylvania County,227714.9167,27534.0,49.7,53.7,0.207125764,0.002266969
28713,NC,Bryson City,Swain County,164127.4167,20074.0,45.4,47.8,0.114944356,0.0
28714,NC,Burnsville,Yancey County,160824.6667,23333.0,45.3,48.8,0.124702145,0.0
28715,NC,Candler,Buncombe County,245284.5833,29401.0,41.1,44.6,0.189515044,0.008371635
28716,NC,Canton,Haywood County,144621.8333,25650.0,40.9,45.3,0.093534858,0.000126438
28717,NC,Cashiers,Jackson County,599446.0,27548.0,37.0,50.8,0.247818499,0.0
28718,NC,Cedar Mountain,Transylvania County,187176.1667,26630.0,57.5,68.5,0.022875817,0.0
28719,NC,Cherokee,Swain County,157764.5,19192.0,34.1,36.4,0.086017282,0.0
28720,NC,Lake Lure,Rutherford County,165098.4167,25336.0,50.3,46.3,0.227722772,0.0
28721,NC,Clyde,Haywood County,186646.3333,24235.0,42.6,40.0,0.165595305,0.001933768
28722,NC,Columbus,Polk County,205614.0,32376.0,51.2,55.6,0.184195122,0.005790807
28723,NC,Cullowhee,Jackson County,226904.0833,15363.0,22.4,21.8,0.209879461,0.005577006
28725,NC,Dillsboro,Jackson County,336204.9167,24580.0,31.4,-666666666.0,0.5,0.0
28726,NC,East Flat Rock,Henderson County,172843.1667,20889.0,39.3,35.9,0.10154827,0.0
28729,NC,Etowah,Henderson County,248864.3333,27540.0,54.4,56.0,0.157311951,0.0
28730,NC,Fairview,Buncombe County,332625.0,33952.0,42.1,44.0,0.208458308,0.0
28731,NC,Flat Rock,Henderson County,291170.5,32921.0,51.7,54.7,0.227196589,0.0
28732,NC,Fletcher,Henderson County,274587.9167,32955.0,43.2,43.7,0.255482371,0.001963351
28734,NC,Franklin,Macon County,166003.9167,23767.0,46.0,50.6,0.145107711,0.002384359
28735,NC,Gerton,Henderson County,193339.0833,23922.0,49.2,76.2,0.25,0.0
28736,NC,Glenville,Jackson County,355746.5,25969.0,57.6,48.4,0.182017544,0.0
28739,NC,Hendersonville,Henderson County,274555.3333,34229.0,54.2,55.6,0.227050292,0.003011699
28740,NC,Bakersville,Mitchell County,121822.5833,20670.0,53.8,62.8,0.077844311,0.0
28741,NC,Highlands,Macon County,476691.5,57994.0,56.7,62.7,0.252931854,0.0
28742,NC,Horse Shoe,Henderson County,277118.25,30593.0,49.5,49.0,0.12481051,0.0
28743,NC,Hot Springs,Madison County,158317.1667,20548.0,50.2,47.9,0.106741573,0.0
28745,NC,Lake Junaluska,Haywood County,239138.3333,37143.0,80.6,54.0,0.299479167,0.0
28746,NC,Lake Lure,Rutherford County,253103.9167,43377.0,60.6,58.1,0.267724343,0.0
28747,NC,Lake Toxaway,Transylvania County,320025.5833,26589.0,47.0,49.2,0.124066628,0.0
28748,NC,Leicester,Buncombe County,252908.4167,22090.0,36.8,39.2,0.114217795,0.0
28749,NC,Spruce Pine,Mitchell County,93914.08333,,-666666666.0,-666666666.0,0.0,
28751,NC,Maggie Valley,Haywood County,214682.8333,32561.0,62.6,62.1,0.184368737,0.0
28752,NC,Marion,McDowell County,117130.8333,22237.0,40.2,45.2,0.115068619,8.13e-05
28753,NC,Marshall,Madison County,192515.0833,24331.0,46.8,48.3,0.11882716,0.0
28754,NC,Mars Hill,Madison County,212918.3333,26070.0,35.4,42.6,0.205489839,0.0
28756,NC,Lake Lure,Rutherford County,174383.75,25156.0,39.2,44.7,0.133832628,0.019575856
28757,NC,Black Mountain,Buncombe County,383524.3333,49817.0,68.4,67.6,0.398148148,0.0
28759,NC,Mills River,Henderson County,306176.6667,32404.0,42.1,48.0,0.240044248,0.0
28761,NC,Nebo,McDowell County,170125.25,25739.0,48.6,45.9,0.120833333,0.0
28762,NC,Old Fort,McDowell County,141480.0,22048.0,38.7,49.4,0.142104236,0.0
28763,NC,Otto,Macon County,169927.8333,37847.0,43.5,47.5,0.178639847,0.0
28766,NC,Penrose,Transylvania County,205135.5,24511.0,52.6,48.2,0.063965885,0.001577287
28768,NC,Pisgah Forest,Transylvania County,244720.5,27043.0,48.9,52.4,0.205807623,0.0
28771,NC,Robbinsville,Graham County,135805.25,19096.0,45.0,46.4,0.083362707,0.000344234
28772,NC,Brevard,Transylvania County,168499.8333,22507.0,49.7,56.3,0.075560803,0.0
28773,NC,Saluda,Polk County,236982.6667,30168.0,56.0,54.7,0.214345638,0.0
28774,NC,Sapphire,Jackson County,326369.1667,40512.0,63.0,65.6,0.327922078,0.0
28775,NC,Scaly Mountain,Macon County,244135.0,27299.0,74.5,57.4,0.322869955,0.0
28777,NC,Spruce Pine,Mitchell County,134347.0833,20566.0,43.7,49.5,0.110272989,0.000859353
28778,NC,Swannanoa,Buncombe County,229853.1667,23630.0,38.5,38.9,0.230606786,0.0
28779,NC,Sylva,Jackson County,182333.5,28517.0,42.0,46.1,0.169825683,0.003435612
28781,NC,Topton,Macon County,199646.75,29212.0,43.9,44.6,0.217808219,0.0
28782,NC,Tryon,Polk County,217455.5,34564.0,57.8,59.3,0.228581912,0.0
28783,NC,Tuckasegee,Jackson County,225158.9167,18893.0,42.9,40.3,0.023071377,0.021156559
28785,NC,Waynesville,Haywood County,223748.75,35031.0,47.5,47.8,0.188150386,0.003641457
28786,NC,Waynesville,Haywood County,184282.5,32415.0,47.4,52.4,0.165524545,0.002559252
28787,NC,Weaverville,Buncombe County,294458.0833,28566.0,42.5,49.2,0.22813786,0.0
28789,NC,Whittier,Jackson County,175737.1667,27683.0,47.9,54.7,0.106953163,0.007092199
28790,NC,Zirconia,Henderson County,257498.25,35283.0,44.8,43.5,0.175219024,0.0
28791,NC,Hendersonville,Henderson County,256315.75,30740.0,48.8,53.9,0.237906697,0.00092707
28792,NC,Hendersonville,Henderson County,221427.8333,25237.0,41.2,43.9,0.176731096,0.002611818
28801,NC,Asheville,Buncombe County,353353.9167,31518.0,39.1,37.2,0.272814142,0.026989232
28803,NC,Asheville,Buncombe County,283237.6667,38897.0,39.5,43.8,0.283651924,0.006437899
28804,NC,Asheville,Buncombe County,388130.9167,38597.0,43.2,44.1,0.298154042,0.005913009
28805,NC,Asheville,Buncombe County,293379.75,31806.0,46.5,47.4,0.263969809,0.004
28806,NC,Asheville,Buncombe County,251569.9167,27498.0,35.5,38.5,0.227509988,0.011888859
28901,NC,Andrews,Cherokee County,117366.4167,18773.0,49.2,51.8,0.087905774,0.0
28902,NC,Brasstown,Clay County,164138.0833,21904.0,40.2,47.1,0.152008686,0.0
28904,NC,Hayesville,Clay County,181992.9167,27804.0,51.5,54.8,0.136417034,0.0
28905,NC,Marble,Cherokee County,134769.5,22230.0,44.9,50.3,0.051316985,0.0
28906,NC,Murphy,Cherokee County,146874.5833,23833.0,50.7,54.0,0.12279671,0.0
28909,NC,Warne,Clay County,139141.25,21599.0,59.3,46.5,0.072983355,0.0
29001,SC,Alcolu,Clarendon County,98932.25,22426.0,47.7,43.2,0.054899236,0.0
29003,SC,Bamberg,Bamberg County,92029.91667,19801.0,40.2,45.5,0.124190306,0.023384354
29006,SC,Batesburg-Leesville,Lexington County,104427.0,22475.0,40.3,44.3,0.069035671,0.014066219
29009,SC,Bethune,Kershaw County,72672.58333,16580.0,43.4,54.1,0.033799534,0.0
29010,SC,Bishopville,Lee County,66071.66667,17243.0,37.7,45.2,0.070409572,0.0
29014,SC,Blackstock,Chester County,92422.16667,27998.0,47.2,45.4,0.090760425,0.020356234
29015,SC,Blair,Fairfield County,61422.0,17396.0,41.7,36.6,0.098375451,0.001396648
29016,SC,Blythewood,Richland County,242071.25,34225.0,38.7,41.2,0.266059028,0.0
29018,SC,Bowman,Orangeburg County,73979.25,26026.0,46.2,53.5,0.083547558,0.0
29020,SC,Camden,Kershaw County,114779.5,25725.0,45.5,48.4,0.142820644,0.003091013
29030,SC,Cameron,Calhoun County,140919.6667,34464.0,48.7,51.6,0.168721609,0.0
29031,SC,Carlisle,Union County,40080.08333,26565.0,36.8,44.4,0.096692112,0.0
29032,SC,Cassatt,Kershaw County,92089.5,17068.0,32.9,36.9,0.075501752,0.0
29033,SC,Cayce,Lexington County,117542.5833,28845.0,32.4,34.8,0.200843684,0.004771433
29036,SC,Chapin,Lexington County,263591.0833,44410.0,43.9,47.2,0.304065143,0.001172104
29037,SC,Chappells,Newberry County,136964.75,20999.0,48.5,61.1,0.060483871,0.0
29038,SC,Cope,Orangeburg County,94984.16667,20670.0,41.2,46.1,0.096686951,0.0
29039,SC,Cordova,Orangeburg County,77722.83333,20403.0,43.1,43.0,0.129274709,0.0
29040,SC,Dalzell,Sumter County,122164.8333,22493.0,31.7,31.3,0.141502445,0.0
29042,SC,Denmark,Bamberg County,65961.41667,15160.0,26.6,36.8,0.102984585,0.022702104
29044,SC,Eastover,Richland County,107827.3333,19438.0,37.5,34.5,0.032694764,0.004805382
29045,SC,Elgin,Kershaw County,184974.3333,28318.0,36.8,37.8,0.168646923,0.00331785
29047,SC,Elloree,Orangeburg County,86968.91667,23658.0,51.6,56.3,0.116963594,0.0
29048,SC,Eutawville,Orangeburg County,122503.75,20580.0,54.7,54.3,0.030962129,0.0
29051,SC,Gable,Sumter County,97809.0,8247.0,26.3,36.4,0.06238698,0.0
29052,SC,Gadsden,Richland County,82237.08333,16459.0,35.8,53.8,0.041984733,0.060766182
29053,SC,Gaston,Lexington County,107363.3333,18603.0,35.8,38.0,0.090217942,0.00278834
29054,SC,Gilbert,Lexington County,237074.8333,31326.0,41.6,43.8,0.174632927,0.000960154
29055,SC,Great Falls,Chester County,46510.91667,15735.0,41.8,41.3,0.070901034,0.0
29056,SC,Greeleyville,Williamsburg County,48517.25,20071.0,39.7,49.1,0.07464694,0.00996264
29058,SC,Heath Springs,Lancaster County,107583.8333,22125.0,35.9,51.1,0.068059701,0.0
